sentence,source,class
I've missed numerous calls because of this reason.,amazon,negative
"Perhaps my phone is defective, but people cannot hear me when I use this.",amazon,negative
Don't buy this product.,amazon,negative
"sucked, most of the stuff does not work with my phone.",amazon,negative
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",amazon,positive
Worst software ever used.... If I could give this zero stars I would.,amazon,negative
Trying to make a call on these is an exercise in frustration.,amazon,negative
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,amazon,negative
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",amazon,positive
"I love the camera, it's really pretty good quality.",amazon,positive
Thank you for such great service.,amazon,positive
Its a total package.,amazon,positive
"The seller is very understanding and patient, I would definitely buy from them again.",amazon,positive
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,amazon,negative
It's AGGRAVATING!,amazon,negative
Great product for the price!.,amazon,positive
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",amazon,positive
Virgin Wireless rocks and so does this cheap little phone!,amazon,positive
"None of it works, just don't buy it.",amazon,negative
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",amazon,negative
Please dont waste your money.,amazon,negative
"All in all, I'm quite satisfied with this purchase.",amazon,positive
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",amazon,negative
Yet Plantronincs continues to use the same flawed charger design.,amazon,negative
Disapointing Results.,amazon,negative
Cumbersome design.,amazon,negative
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",amazon,positive
Great Product.,amazon,positive
It's A PIECE OF CRAP!,amazon,negative
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",amazon,negative
This fixes all the problems.,amazon,positive
Worst ever.,amazon,negative
I am very happy,amazon,positive
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",amazon,positive
"I can barely ever hear on it and am constantly saying ""what?""",amazon,negative
The battery life is highly unacceptable.,amazon,negative
That company is a joke.,amazon,negative
It does everything the description said it would.,amazon,positive
Due to this happening on every call I was forced to stop using this headset.,amazon,negative
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",amazon,positive
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",amazon,negative
"Voice Quality, Signal Strength, Dropped Calls.",amazon,negative
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",amazon,positive
Better than expected.,amazon,positive
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",amazon,negative
Battery is holding up well.,amazon,positive
Also difficult to put on.I'd recommend avoiding this product.,amazon,negative
"I only used it two days, and it wasn't always easy to hear with.",amazon,negative
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,amazon,negative
Sprint - terrible customer service.,amazon,negative
Linked to my phone without effort.,amazon,positive
THey are so cool!,amazon,positive
Easy to use.,amazon,positive
Better Than New.,amazon,positive
"What possesed me to get this junk, I have no idea...",amazon,negative
Piece of trash.,amazon,negative
A pretty good product.,amazon,positive
This is a great phone!.,amazon,positive
"For the price on Amazon, it is an excellent product, which I would highly recommend.",amazon,positive
Their Research and Development division obviously knows what they're doing.,amazon,positive
"The real killer is the volume, and of course it breaking.",amazon,negative
Those phones are working just fine now.,amazon,positive
I am more than happy with this product.,amazon,positive
Poor Construction.,amazon,negative
This is infuriating.,amazon,negative
"Overall, I would recommend this phone over the new Walkman.",amazon,positive
Sprint charges for this service.,amazon,negative
"It is cheap, and it feel and look just as cheap.",amazon,negative
It fits my ear well and is comfortable on.,amazon,positive
It doesn't work in Europe or Asia.,amazon,negative
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,amazon,positive
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,amazon,positive
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,amazon,positive
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,amazon,negative
the charger worked for about a week and then completely stopped charging my phone.,amazon,negative
Poor product.,amazon,negative
However I needed some better instructions.,amazon,negative
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,amazon,negative
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,amazon,positive
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",amazon,negative
DO NOT BUY DO NOT BUYIT SUCKS,amazon,negative
This is a great product..... sure beats using your fingers!.,amazon,positive
"Plus, I seriously do not believe it is worth its steep price point.",amazon,negative
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,amazon,positive
Very Dissapointing Performance.,amazon,negative
Don't make the same mistake that I did and please don't buy this phone.,amazon,negative
This phone might well be the worst I've ever had in any brand.,amazon,negative
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,amazon,negative
